ph,tds,turbidity,temperature,label
6.899362065566249,893.3009303702652,241.7633823591333,29.37537862471965,1
6.886328582216576,327.2639030394511,13.102888474424411,25.238435212358535,0
6.734044689846215,342.73267041875755,-12.01778278232489,25.44732346429979,0
7.084843720394496,220.9693701435161,39.599515615395,28.384432430250442,0
7.524040674258933,275.6097048702719,51.24570820421531,27.817309742314222,0
6.662192040834895,222.7734447932267,-4.069761161243723,26.02082906646148,0
6.318244727854012,582.1054050360108,48.232791349002724,25.722309165822487,2
7.3451191700327225,374.0466859058832,18.12208460507535,25.342427474004616,0
6.391725602841296,350.6069731902468,90.68631977673867,25.352393760453413,2
7.273014621845868,367.5141593068397,31.122814662789963,25.445435664792498,0
7.029318164359651,356.77903299481886,-4.155876274142072,24.71611012940865,0
7.162488614354738,251.24896943440328,32.47938109876716,28.700625708357194,0
6.732002189801966,353.06594705149763,20.777801007396906,28.367231956580117,0
7.5026276259157605,402.82803283417576,23.031419192306565,27.926505835135767,0
7.036798559020207,287.806253730473,51.642792685217074,25.324780640249593,0
6.861578368846633,360.2651565534435,31.73838274133157,27.841548720065866,0
7.269064460933663,292.9014582003005,39.09002851457268,28.561134623588693,0
6.854608680881159,335.2456787640601,37.50892401990134,30.612525386523217,0
7.050617045621531,297.07552523342684,28.513181627102426,28.98782106383578,0
6.742926570720546,899.1614203929794,119.81202223619285,30.963026021817328,1
7.39649095726367,265.5226033413019,48.57175819464534,26.50788555157747,0
6.759530389493338,368.50206995842177,33.127898258202,27.213598802494236,0
6.352830475324396,756.4950594212074,86.53586773305783,30.752421125651303,1
6.962188318511891,368.09679967114323,0.7812171626634669,26.314711631415488,0
6.482024210436837,246.37433083949512,39.43401653689931,26.20219476989312,0
6.190340208965418,520.4085574334863,224.65632786743873,32.308615965382785,1
7.238950677747413,231.4065647764887,43.3178160830243,25.371137319880617,0
7.191537500441411,254.5060685130528,7.56706752381117,29.726525357077325,0
7.054032013040087,292.93404904700515,37.671290703111666,25.156424252591602,0
6.933472172176047,243.3294923673359,22.514778295609936,28.377522968057317,0
6.680998707007544,766.3734294497905,115.38751940516116,31.630584639913227,1
7.0834016745043895,364.5832540628151,19.650306545915278,25.632837153055863,0
6.7516061769729525,606.441237968968,289.42978549239035,25.254388326775487,1
6.657858184642232,859.9693407313467,235.25731035914487,26.923890389389847,1
6.835350543051884,340.6113285795053,6.691217271736512,27.47244818887734,0
5.920547674283771,538.8457867311918,77.10015049013185,26.025790472152345,2
7.236083512221905,609.2900239021309,120.93801934512554,22.457984791595507,3
6.177321244849316,559.1447865116703,270.1874354791251,26.07960448145209,1
7.295458150048019,312.5103956361728,-2.453742785208015,28.45379584993166,0
5.935808035590285,476.95024929477387,177.16786831963995,29.494209687649086,1
6.560865956977899,346.6297690038334,16.632807583470786,26.764435212352417,0
6.703059069854646,800.6137701796818,261.8867572702093,29.925028459019533,1
6.567350417242341,754.0629402751017,156.3519333441299,29.087115998762712,1
5.878056910814913,483.18408946362234,287.63012127807366,25.739108064753793,1
7.528392479372029,322.0715500850656,35.15499417650201,27.18036702479688,0
7.268992832033682,220.35418314228883,18.92102353386601,27.380220316483456,0
6.492425896205751,338.9367800255972,3.3236190865042934,27.42694778723624,0
7.0796909367939715,771.6381115265347,261.25896127611986,26.74220428816982,1
6.748193573075639,255.53547435646422,42.934076587023895,25.66818748203457,0
6.901124588687025,472.06126983699346,251.46690471729374,27.351603198301056,1
5.980328268007633,716.8386661174928,195.30079670957755,25.843229713833843,1
7.180184854854629,263.2634281058458,12.58242465529576,25.866964993310575,0
6.49815943616502,324.94051320314753,35.7754667504882,29.487773867537886,0
6.828651076881864,374.1639377007901,42.72065876074434,26.731756447603786,0
6.871465639820729,383.6842032963968,10.652965536755849,24.894410431160782,0
6.484096794034938,707.2526035811112,282.8204419381304,28.95601322677138,1
7.342114258733067,232.47786060244758,27.824725245629345,29.64057587477798,0
6.277602782215165,794.2994264464696,234.19840242227122,23.669689006106967,1
7.171128453682405,342.8273592053313,47.22555484625414,29.88252462862082,0
6.968526553269918,219.3526648377566,41.29695506641897,26.670062543733504,0
7.172152361468591,373.63954097417974,21.04972954897123,28.638867944856003,0
9.122560044091765,404.7356768243365,232.8645907408049,22.917823058763638,3
6.083023005909139,530.4078367883172,97.08753671665522,25.458595609216808,2
6.228381665011098,480.12269180410897,230.32337941855977,26.249162192312323,1
7.533758292488178,298.3117397102918,13.467320586891777,26.870444938955405,0
7.312502738586853,745.6088047227253,112.6916804208081,21.54196937333432,3
6.845717530150612,803.8123322501083,226.52644377049373,31.81535369124873,1
7.119244627275248,315.97477959693686,5.3443110108865,29.027984827926357,0
7.110201213386383,402.97436707318985,3.914939354536363,28.31554239785621,0
6.787435988617848,348.7398924513465,37.100563939086754,28.389985562777326,0
6.945968476995051,337.20582171938474,47.00367058569157,25.96729323895855,0
6.150149505543823,385.4195371196624,78.04634863346084,25.544315160915275,2
6.766898388673588,830.4895003435545,215.97951057061374,25.380581428579426,1
6.968106028195795,301.84508371744494,6.3284792491057456,28.384427401310177,0
7.073621868703344,362.81960141237425,12.365719043869909,27.61010962011128,0
6.1077864357894205,567.914406498253,99.54466595084973,25.253996520036978,2
7.15138576426319,274.47094736386185,4.226357259747211,28.4627394234091,0
