ph,turbidity,tds,temperature,humidity,pollution_class
8.866124757390399,9.41519112548443,402.5600141172693,31.865180044505767,82.10137959765727,1
8.22441478888026,0.019170514827070106,110.87357347550666,31.595051338532144,54.699253940411495,0
7.807702005769637,2.134398416274187,198.06431760437812,26.497040509704235,63.605629369230414,0
6.358497112833025,2.6763600635661717,172.59681110533546,32.11601090493757,48.84479985695307,0
7.522746298335372,3.7495423546465974,285.86825332412116,31.825358117329174,66.4241275469952,0
6.539702745080417,10.372586439268641,620.7525216129209,31.581225591745405,71.97335674541726,1
6.718249891967741,3.8456331460914916,205.26072910538406,23.95351139641766,60.180446324902796,0
7.791545804367806,4.002970441940838,213.20778355646678,29.188375881166102,47.20396739368495,0
8.081206575227576,10.29286044334333,461.01711973815,30.277789472732728,65.94492070149607,1
6.53533900642414,1.9702202633307808,231.0592961928164,22.15178138315851,69.22069567516093,0
7.220451830365495,2.157260217748375,216.06436140516533,25.781499260307296,70.97425584980662,0
7.836310281165531,25.739358401505555,652.7821338015232,23.35383333925801,59.52649493913032,1
7.215436649926614,0.9607774679605021,193.2306118022629,21.771342823258713,79.25719414915206,0
7.191428670494391,1.7739290265878296,300.8021051161916,26.81827224996692,56.76122715571732,0
6.809654657404071,0.0,74.83946181418179,30.095905681354573,32.20143371054469,0
6.4723782840376956,25.775572486447356,647.7832200560633,35.31525530021165,80.42072017919726,1
7.419567253422998,1.1041784412347642,260.7512550494476,32.95839373186618,71.45300639614639,0
6.0462240409743195,11.520984893428704,708.8592444316324,22.2128813042669,94.35504520643597,2
7.3870737953459,3.855946586503249,534.6459393417824,28.006972673939355,56.54671177946655,1
8.194857521596589,23.96861508377794,396.3357651814947,19.89624611960872,67.22461157723458,1
9.427111297244092,41.656984103610874,681.4379381762507,25.73476431360215,91.46869343244826,2
6.860810404259398,3.7604687340398395,86.82334527504338,25.965042032105504,75.36939557610688,0
8.332507864826868,0.5511137582568854,301.3646372916807,31.135911865224656,50.288283890921335,0
6.854292662978921,48.47958306308052,627.0141821411082,24.755919655519392,84.12748322023764,2
7.982548284448694,4.596266022844823,200.9781384887695,23.318166555010848,41.01287098709715,0
6.103160266211784,18.73003998191034,709.2811329745573,31.313760318225633,62.11625159587945,2
7.1597126186494835,0.0,73.70095112809688,25.921129051258486,48.70442874454865,0
8.587932423717058,18.782176219440323,571.1689621086473,33.20401437690886,71.13658985001068,1
7.520740222174417,9.346286068260522,621.1130724534221,21.49371140825103,57.24033978714865,1
9.003447303141167,31.007450710946877,757.1775078469199,31.018409851518157,49.8755124817052,2
7.902060347593295,2.030411639105223,79.27013306605161,25.482661626135872,69.94802892709654,0
6.8282455402382585,0.6886035000283414,160.94661006441473,21.418838928364934,51.0009390573622,0
7.93983557011296,3.0857911461108127,150.11375050950602,27.62761425201856,72.35178281655003,0
8.051627495850786,2.8446471244634335,189.1585249802228,28.513469490697805,58.829592719850616,0
6.444396252062017,18.5155083849515,546.1768345367612,25.324821463860687,58.66931029136747,1
7.981180742039634,3.6779699371807264,307.8251647422725,33.55407444478264,42.38393551330738,0
7.842080625693801,2.7104748402813166,160.63882192377827,28.37400698420765,77.59752248313481,0
7.255474929335291,0.0,87.91059522128629,26.608179143666135,81.35591300189884,0
7.985237516124026,5.19790026472534,311.7477143337375,27.534550083730764,63.268756278228544,0
7.6378467464139925,26.716188339941457,577.7850684676124,20.722264432356727,64.69681738277585,1
6.717582238768173,0.5053848587344363,217.06235057633126,22.342869975084277,69.44868016709196,0
8.091518370723303,2.8200252718677743,256.04589603854913,26.43556563470988,63.48891571867586,0
8.218186454444941,18.66869332787829,572.0034379091405,23.438499937489695,87.82361746964348,1
6.586243996294501,4.173181660768642,148.52635966840566,23.46140884375296,42.3933966217145,0
9.400215150057612,18.887208241856627,471.5778733858556,30.11872025794334,59.45463431222438,2
7.282824329886919,5.122531064856612,120.87013139512483,22.022591489770612,65.7689258364151,0
6.90566820638664,3.2574449401920105,154.6783639814956,26.552236828388757,56.65950559370797,0
8.118012635098122,0.0,131.87227765135034,32.32399679538038,39.811031670981826,0
7.504554063267924,1.0687691940606232,50.21818238908223,31.943228188888458,59.58519185021581,0
8.206365439031803,3.2153842797060594,271.9083151547336,28.297357066890015,41.36440654516708,0
6.944681266615845,0.1662759749653613,248.7554067777891,21.435509007160025,57.104011634383085,0
7.373410731235178,26.17204512044031,564.7614602929707,28.701828028100987,59.30100087333604,1
7.7669741726805555,2.9473917837402155,97.84593377764281,34.003727824614955,55.02148741695045,0
7.981874629473581,15.061194954915392,577.4662498535556,32.994202594334624,60.88876370379225,1
8.148664641226368,1.0139758796951157,279.5656852146717,35.14949155109668,39.52171676854959,0
7.039197004788742,23.72892526389594,455.00329746449194,31.695254093664765,57.27148099510108,1
7.516966416096626,1.3096948407145226,182.7783865152303,20.149830276279562,64.41116979439342,0
6.3254722937443235,31.051051879025177,736.8575021027738,31.976136480325167,77.97012243266549,2
7.468532588614808,5.138273825135654,64.22861778088303,26.657446059878005,61.45465164308224,0
7.652465283372457,3.5176211281701373,265.67549236896156,29.035168896222245,49.245253510143066,0
7.227155500089296,5.682380827748743,120.63314086268234,23.947738364459422,49.304999766544576,0
5.807087978747455,10.803110936463044,576.5290454693505,34.90892982184186,54.654280184356516,1
