ph,tds,turbidity,orp,temperature,label
6.501768587735268,790.3149398491489,218.30227469831152,297.3869388499264,31.09533065554456,1
7.009434912389339,341.1484736357306,15.134903215536188,341.7183354328165,25.742915885744555,0
5.773849275876263,465.51108796140113,93.85430277317384,293.3385062328001,27.285769088679245,2
7.346870530851217,396.8541564254121,6.087214532114188,307.1634251321907,29.452824372264217,0
6.914595641595981,397.73455290021855,13.834887076826414,305.3370357264265,29.3164956067355,0
6.667785467828375,390.58340727867915,22.315372536573424,379.77256980454223,26.564950326404734,0
7.4995837671376115,373.08610856774044,27.37277719490601,394.24466535202,28.284072181746605,0
7.19878693838936,265.1263042871873,22.660935544320548,308.8941964071524,27.86012152652825,0
6.8411248795590645,209.89910936475678,25.210152622262616,308.3166876351862,28.16077872891785,0
6.239058286835788,818.8598988232903,154.6413147859752,332.87092327735894,31.502637158381575,1
5.91652065562526,405.93964029934807,57.234566146400006,246.46674968046048,26.450731019575795,2
6.92964109090607,326.7465929185222,36.36492230294302,311.730548678951,26.26664261488501,0
5.945584240396418,577.0216963266196,90.7479932627082,259.5022891576842,29.697363437744826,2
6.2916753886376835,440.2912797069089,115.95754645818363,248.59354165244258,29.01284273213451,2
6.464605918723712,563.7729467994756,112.6107753516146,165.34769208206473,27.958378433599343,2
6.926959205879097,634.8407600809486,282.8280863241198,260.1047543078349,27.080912035611675,1
6.4812083217140355,547.5527996752514,58.78914413025857,272.24980275612364,27.372996554668344,2
7.329223211226047,360.12306672388127,49.15514059621743,300.1430166670231,27.461466429050805,0
6.535157631922544,832.0176884778627,208.84122756990018,347.9622391479737,25.59820159196325,1
7.194139579690205,245.8447171190208,9.510432692956206,324.4950004454663,27.319099315182562,0
5.8919839662932425,473.3671412900184,99.84310586846931,162.56470244163125,29.24832598953918,2
7.097570466875636,231.995968836268,38.90756798870557,346.5822561064448,29.752756672214126,0
6.162583304921158,878.8646281154354,148.4914583801887,303.2467177271493,25.239173252327948,1
5.914942400275784,473.53771852390014,106.79024876791104,286.3437904584613,27.954071259623564,2
6.4808935014506215,724.1323097405042,190.31836181677716,250.95036353634126,30.365584781791796,1
6.022083210097676,828.2663450053301,104.86750385553445,309.384892360332,28.79938430577074,1
6.5764368648689855,739.2096501259498,233.0943577673305,256.00216203668026,28.293292864139012,1
6.263086096492724,853.7380107441401,298.0270974533451,287.9424161337942,27.940129435542275,1
6.220029675769143,871.7604512407315,181.1855416603979,304.71942100261293,27.91350938786118,1
6.120595479070661,894.1943290912347,273.21541396644756,263.82005032134856,28.276968036201314,1
6.380755873369274,863.0833569267292,191.31351562764868,278.95527910703686,28.59936322349884,1
6.840644246803699,345.49323413055504,29.89659666919597,358.18445183613164,26.53035575504879,0
5.649584017850815,372.39538770232014,62.81119298083187,217.77682219462508,26.649101426215935,2
5.530668399013213,526.8005287969337,64.63725814698233,258.59006324163204,27.173390315633306,2
5.654487502862617,405.29985422901177,87.59922132318147,170.56895167574189,25.461800709375556,2
6.509043860496249,797.3301168623123,152.73341405430173,267.4335467199316,25.22395791676562,1
6.090201632601134,720.8166365759754,265.9094864610689,297.95103334928865,26.749060261074785,1
6.884688813195929,522.0073522627048,133.50983205161887,258.0155923226158,29.867704376745408,1
6.0470288869856414,516.6125704320385,89.52842016665781,263.67228600900836,25.440945381569136,2
6.8817929449563815,620.548911182178,219.74650591868686,278.4663987129969,29.34908828846124,1
6.303737881113465,795.0060929850194,290.9640267867335,316.8450930500296,25.518407252262726,1
6.328213271963826,731.3305039676842,264.75175921110383,322.8969972004352,26.791094803622627,1
6.440862147616443,510.8029909630941,65.18250680174597,292.2019432978407,26.349979064138438,2
6.030297525973577,532.4269003825209,63.71692549663143,206.80124136122134,29.96641397457514,2
6.390459001329206,689.0696013026615,234.85721359349853,298.196860633043,25.409721282911892,1
5.792269845395615,382.703930569056,88.54269416299272,247.25908488059343,29.028421904747006,2
6.141743669769685,596.8037264320694,109.08349267270768,264.96097571168053,25.680228110683323,2
6.366729655873187,566.6427023739793,57.62594363073122,160.66004623026828,27.262031438981317,2
6.290840338189654,474.1737182725783,102.49000057676629,287.41491408313186,25.588030040316376,2
5.601653383638185,500.2128539575753,89.21366045257952,294.46119326779285,29.322065067530055,2
7.091706496360769,219.85077442465933,3.6090165427371037,354.07824178517154,29.637666716002954,0
6.369112171359536,400.4148619794851,114.76756923037816,237.8453110067856,29.586673305608652,2
6.245766013668836,407.80261537619447,88.762434271693,287.9008122377055,29.614883150944557,2
6.46951321094142,402.75698456787427,68.08816579171285,179.04534054363475,25.809530148924498,2
6.6567588783824645,272.6039995701872,48.096113758597966,380.1422656220006,28.178316493731533,0
6.7844168357899175,377.9656009600216,23.247600949148474,386.022202122642,25.259928597430857,0
7.263396119486495,374.36919455870543,2.687191665661237,329.07889416643593,28.28238829225154,0
7.150821131983314,233.23526200660848,9.33634721687881,342.92227999738645,29.06788480331535,0
6.2418932671869225,524.2765886242238,79.74191438750924,169.35569022742501,27.738294319581858,2
6.564114314908242,740.4348714660615,287.1640017686516,324.56372848405,26.270791156454624,1
7.23250224050696,257.89971059529137,43.057424193623376,349.8286514368981,29.092781256956414,0
6.683660096575809,523.4997987819391,102.49177629641962,306.00966474879647,25.14289987893561,1
5.974228759307065,421.40903539502256,53.63374368816906,173.42729311557878,26.67202888056788,2
6.532942097451319,775.0169395980324,163.42424731435966,288.85461943349003,27.495077067973202,1
6.290162936206185,430.4677968780819,59.165461151752915,181.29605233041505,28.607522057932293,2
7.0681873256110315,349.59923439321625,13.911164279434818,377.6321308304963,27.23012020246087,0
6.044200335226778,357.1063944237006,106.77944946454838,267.84495936079384,29.949027424981157,2
6.727278882111761,380.76586959577764,37.41873716137327,371.1356813589115,28.119650806997175,0
5.535334386764088,584.5563486722398,93.944550013585,256.95561502841485,26.800429112047585,2
5.955812067335416,391.68023457939705,72.9413649732713,177.7496614896826,28.489829208639108,2
6.085672298598876,896.6127985704317,267.1462525191138,323.97098235456315,25.41283082927692,1
7.198396129232321,222.107916587623,14.611882537887633,313.8812587710451,28.506146475396317,0
6.204115781487485,536.2943476763106,227.3146501021845,278.78285593972294,30.45576222060525,1
6.042082974600188,574.1485119627118,85.73497901880155,220.5079785919512,29.38857727080286,2
6.240949913776305,577.261987156131,80.10495312697583,262.50585181556687,26.396596126377766,2
5.663726133726845,377.68766838276645,54.30651544497438,243.6064976890243,27.015669553448472,2
